library,composer,arranger,title,envelope,publisher,score_full/cond/oversized,missing_parts,playingtime,comments,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26
Wind Bands,"handy, W.C.","cook, charles",they that sow in tears,696,handy brothers,cond,,,from psalm # 126,,,,,,,,,,,,,,,,
Wind Bands,"Hildreth, R.E.",,Passing the Pyramids,697,Handy Press,cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Savino, Domenico",Greissle,Processional,698,schirmer,cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"berlioz, hector","Whitwell, david",symphony for band,699,,full,,,3 mvt. mvt. 2 -trombone solo,,,,,,,,,,,,,,,,
Wind Bands,"Billingsley, William",,university of idaho medley,700,manuscript,full,,8:34,mixed chorus & band,,,,,,,,,,,,,,,,
Wind Bands,"Schoenberg, Arnold",,theme & variations,701,schirmer,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Carter, Charles",,Bold City Overture,703,Charter,Full & cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Giovannini, Caesar",,visions,704,charter,full & cond.,,"6\""40",,,,,,,,,,,,,,,,,
Wind Bands,"Nelhybel, Vaclav",,Finale,705,Christopher Music,full,,2:45,Symphonic band & antiphonal trumpets,,,,,,,,,,,,,,,,
Wind Bands,"Villa Lobos, Heitor",,the spinning top (El Trompo),706,southern,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Villa Lobos, Heitor",,El trompo (the spinning top),706,Southern,,,,,,,,,,,,,,,,,,,,
Wind Bands,"mozart, W.A.","holcombe, bill",symphony in G minor-1st mvt.,707,chater,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Erh, Donald",,the purple roofed ethical sucide parlor,708,merion music,full,,10:15,electronic tape with band,,,,,,,,,,,,,,,,
Wind Bands,"Bach, P.D.Q.","Schickele, P.",Six contrary dances,709,Theodore Presser Co.,full& cond.,,12:00,,,,,,,,,,,,,,,,,
Wind Bands,"Shostakovich, Dmitri","Reynolds, H. Robert",Folk Dances,710,Fischer,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Billingsley, William",,tamsha,711,manuscript,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Persichetti, Vincent",,O cool is the valley,712,elkan - Vogel,full,,6:00,missing 2nd Horn part,,,,,,,,,,,,,,,,
Wind Bands,"Smith, Claude T.",,Chorale & Allegro,713,wingert-Jones,Full & cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Rhoads, william F.",,Gentle Ballad,714,Volkwein Bros.,cond.,,4:15,,,,,,,,,,,,,,,,,
Wind Bands,"Tull, Fisher",,the final covenant,715,Boosey - hawkes,full,,8:00,,,,,,,,,,,,,,,,,
Wind Bands,"Resseger, Robert E.",,Alpha Centauri,716,Ludwig,Full,,11:00,3 movements,,,,,,,,,,,,,,,,
Wind Bands,"Reynolds, Verne",,Serenade fro 13 winds,717,manuscript,full,,20:00,wind band,,,,,,,,,,,,,,,,
Wind Bands,"Bruckner, Anton",,Mass in E minor,718,Kalmus,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hartley, Walter",,Sinfonia No. 4,719,MCA,full,,11:00,,,,,,,,,,,,,,,,,
Wind Bands,"Copland, Aaron",,ingural Fanfare,720,Boosey-Hawkes,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Kurka, Robert",,The good Soldier Schweik Suite,721,Weintraub music,full,,2:00,16 players: 6 movements,,,,,,,,,,,,,,,,
Wind Bands,"Billingsley, William",,the starry night,722,manuscript,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Thompson, randall","Bukvich, Daniel",Choose something like a star,723,Manuscript,full,,,oversize score,,,,,,,,,,,,,,,,
Wind Bands,"Billingsley, William",,Allegro Con Brio,725,Manuscript,,,,from Symphony for Winds and Perucussion,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,symphony no. 1,725,manuscript,full,,,1978 M.E.N.C. wind ensemble tour,,,,,,,,,,,,,,,,
Wind Bands,"Stravinsky, Igor",Schaefer,Petrushka suite,725,Highland,full,,11:45,"3 mvt: Russian dance, dance of the ballerina, dance 9of the coachmen",,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Agincourt Hymn,726,Manuscript,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Arnold, Malcolm","Paynter, john p.",Four scottish Dances,727,Fischer,full,,8:30,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Canging Caoncepts,728,Manuscript,,,,graph piece,,,,,,,,,,,,,,,,
Wind Bands,"Billingsley, William",,symphony for winds & percussion,729,mansucript,,,,includes mvt. III: allegro con brio,,,,,,,,,,,,,,,,
Wind Bands,"Nelson, Ron",,Savannah River Holiday,730,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Arnold, Malcolm","Marciniak, Thad",Four Cornish Dances,731,Faber / G. Schirmer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Erickson, Frank",,a touch of bach,735,Belwin,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Carey, Henry",Playhar,America (concert march),737,Belwin,none,,,,,,,,,,,,,,,,,,,
Wind Bands,rosenthal,Bocock,Clash of the Titans,738,Jensen,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Ward,"Balent, A.",America The Beautiful,740,,,,,,,,,,,,,,,,,,,,,
Wind Bands,,"leonard, Hal",sinaitra in concert,741,,,,,,,,,,,,,,,,,,,,,
Wind Bands,,Tatginhorst,Black is the color of My true loves hair,742,Heritage Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",,The power of love,743,,,,,parts missing: all parts in manuscript,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",,Harvest Hymn,744,,,,,Parts missing: parts all in manuscript,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",,Justish Medley,745,,,,,Parts Missing: parts all in manuscript,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge","Kreines, Joseoh",Early one Morning,746,,,,,Parts missing: parts all in manuscript,,,,,,,,,,,,,,,,
Wind Bands,"Schwantner, J",,From a dark Millennium,750,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Chance, J.B.",,elegy,753,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bach, J.S.","Falcone, N.D.",Passacaglia & Fugue (C minor),757,Southern Music Co,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Del Borgo, Elliot",,Music for Winds & Percusion,758,Shawnee Press,,,6,,,,,,,,,,,,,,,,,
Wind Bands,paccini,,vissi d'arte,761,leonard B. smith,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Billingsley, William",,Concertino - For Piano & winds,762,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Billingsley, William",,Fanfare for the Morrison Center,763,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Arnold, Mallcolm",,"A grand, grand overture",764,Paterson's,,,,"Vassum cleaner, ect.",,,,,,,,,,,,,,,,
Wind Bands,"Beethoven, Ludwig van",,siegessintonie (Wellington's Vistoru March),765,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Dvorak, Anton",Steiger,Carnival overture,766,Kjos,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Barney, Childs",,supposes:inago mundi,767,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hanson, Howard",,variations on a ancient hymn,768,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,sihuller,,Diptych,770,Assoc. Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,McBeth,,Kaddish,771,,,,,,,,,,,,,,,,,,,,,
Wind Bands,Mahr,,Fantasia in G major,772,Kjos,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,surprise pattern & illusion,773,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Phillip",parker,sousal,775,Jenson,,,5:15,,,,,,,,,,,,,,,,,
Wind Bands,Steinke,,Remembrances,775,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Husa, Karl",,Concerto for alto saxophone & concert band,776,Associated Music Pub.,,,17min.,,,,,,,,,,,,,,,,,
Wind Bands,steinte,,Atauism,776,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Fucuk, Julius",Lake,Florentiner March (Grande marcia Italiana),777,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Vaughan-Williams, Ralph",Beeler,Rhosymedre-Prelude on a welsh Hymn Tune,778,Galaxy Music Corp.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Holst, Gustav",,Maching song,779,Novello & Company Lmt.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Wagner, Richard",Laurendeau,The flying Dutchman,780,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Jacob, Gordon",,Fantasia on an english folk song,782,Jensen,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Holst, Gustav",,"Jupiter forn ""The planets""",783,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Paulson, John",,Epinicion,784,Neil A. Kjos Music Co.,,,6 min.,,,,,,,,,,,,,,,,,
Wind Bands,"Vactor, David Van",,"Pass agaglia, Chorale & scampe r",785,Summy,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Vaughan-Williams, Ralph",,Sea songs,786,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Poulano, Francis",ahronheim,Pavane & March,787,elkan - Vogel,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Boccalari, E.",Kent-Akers,Fantasia Di Concerto,788,Fischer,,,8:00,,,,,,,,,,,,,,,,,
Wind Bands,"Bizet, Georges",Billingsley,Carmen fantasy,789,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",,el Capitan Waltze s,790,Edw in F. Kalmus & Co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Smith, Claude T.",,"Jubilo, A concert Overture",791,"Wingert-Jones, In,",,,,for band,,,,,,,,,,,,,,,,
Wind Bands,,Edmondson,It's Broadway,792,Hal Leonard publ. Cor.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Chattaway, Jay",,Mazama(Ledgend of the pacific Northwest),793,"William allen Music, I.",,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sullivan, Arthur",Mollenhaver,The lost chord(Ab),794,Leonard B. Smith,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Verdi, Giuseppe",barrow,"Rigoletto scene & aria: ""caro nome""",795,Leonard B. smith,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Del Borgo, elliot",,So not go gentle into that good night,796,Shawnee,,,11 1/4 min.,,,,,,,,,,,,,,,,,
Wind Bands,"gershwin, george & Ira",barker,strike up the Band,797,Waner bros. Public Inc.,,,2:35,,,,,,,,,,,,,,,,,
Wind Bands,"Leemans, Pierre",Wiley,Mache Des parachetistes Belges,798,Trn Music Pub.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Dvorak, Antonin",Longfield,"Slavonic Dances # 8, Opus 46, No. 8",799,Barnhouse,full,,,Orch. Transcription,,,,,,,,,,,,,,,,
Wind Bands,"Bedford, David",,sun apints rainbows on the vast waves,800,novello & co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Druids,801,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"McBeth, W. Francis",,Praises,802,Southern Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Zdechlik, John",,"Dialogues on ""in dulci jubilo""",803,Kjos,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bencriscutto, Frank",,Conertino for tuba & band,804,Shawnee,,,,,,,,,,,,,,,,,,,,
Wind Bands,"White, Donald H.",,Divertissemnet 3 3 for blue lake,805,ludwig,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Holsinger, David",,liturgical Dances,806,Souther music co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"knox, Thomas",,Melita,807,Ludwig,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Maslanka, David",,Prelude on a Gregorian Tune,808,Kjos,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Verdi, Giuseppe","weiss, Anton","Forza del destino, La",809,Detroit Concert band,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nielson, Carl",,Masquerade Overture,810,Wilhelm Hansen,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hindemith, Paul",,Geschwindmarsch by beethoven,811,Schott,,,,,,,,,,,,,,,,,,,,
Wind Bands,ViMonti - Deckson,,Csa'rda's,812,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,the virgin & child with saint name,813,manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bach, J.S.",Gemberling,Aria -1st Du Bei Mir,814,Manuscript,No,,,,,,,,,,,,,,,,,,,
Wind Bands,,Holst,Bach's Fugue A La Gigue,815,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,By Straucs,816,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Stamp, Jack",,Gavorkna Fanfare,817,La Jolla music Co.,full,,,missing 3rd trombone part,,,,,,,,,,,,,,,,
Wind Bands,"Rossini, G",lehmeier,william tell overture (abridged),818,highland/etling,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Barnes, James",,Legend,819,Southern,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Tchaikovsky, Pyotr Ilyich",errante,march from Symphony No.6 (Abridged),820,Etling,,,,,,,,,,,,,,,,,,,,
Wind Bands,Del Stazgers,,carnival of venice,821,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",,Lincolnshire Posy,822,"Schott, Shirmer",523,,14:58,"Original parts in 523, new parts and score in 822",,,,,,,,,,,,,,,,
Wind Bands,"Reed, Alfred",,Punchinello,823,Barnhouse,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Smith, Claude T.",,Danse Folatre,824,wingert-Jones,,,,,,,,,,,,,,,,,,,,
Wind Bands,"gershioin, G+I",Bukvich,strike up the Band,825,manusript,brown # 20,,,vocal pts. In brown folder # 21,,,,,,,,,,,,,,,,
Wind Bands,"Gershwin, George","Bukvich, Daniel",Gershwin Finale,826,manuscript,brown #6,,,vocal pts in brown folders #7+8,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,the star-spangled banner,827,,,,,,,,,,,,,,,,,,,,,
Wind Bands,,"Bukvich, Daniel",Long ago and far away,828,manuscript,brown # 10,,,includes voice pts,,,,,,,,,,,,,,,,
Wind Bands,,Bukvich / ?,Here we have Idaho (Zarrangements),829,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,voodoo,830,music press of Idaho,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Dickow, Robert",,Demons,831,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Brahms, Johannes",christmann,two chorales,832,assoc. Music Pub.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"NewBury, Russell",,Noah,833,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Pravecek, Jindrich",,Canival of Life- Tarantella,834,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Herbert, Victor",Barrow,Italian street song Prom naughty marietta,835,"Detroit concert band, Inc",,,,,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",Joseph kreines,Country Gardens,836,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",Godfrey,"suite ""at the kings  court""",837,chappell,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Woodbury, Art",,Intro. & Allegro,838,manuscript,,,,Oversize score,,,,,,,,,,,,,,,,
Wind Bands,Krommer-Freeman,Hermann,klarinetten konzert,840,manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Arbditi, L.",Bukvich,Il Bacio,841,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,,Bukvich,Bella siccome un Angelo,842,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gershwin, George",anderson,Porgy and Bess,843,manuscript,,,,band accomp. For choir,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Concerto for Xylophone,844,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Fanfare in song form,845,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Holst, Gustav","Sayre, C",Mars - The bringer of war,846,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Reed, Alfred",,Russian Christmas Music,847,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Dinosaurs,848,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Mozart, W.A.",Barrow,Marriage of Figaro,849,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bennett, R.R",,Morning music,850,Novello,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gregson, E.",,tuba concerto,851,novello,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Green, G.H.",Bukvich,Chromatic Fox Trot,852,,,,,Xylophone solo & band,,,,,,,,,,,,,,,,
Wind Bands,"Mahler, Gustav","Johnson, L.K.",Four songs by mahler,853,manuscripts,,,,,,,,,,,,,,,,,,,,
Wind Bands,"buck, Larry","Eyles, R",Freckles Rag,854,meredith,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gregson, Edward",,festivo,855,Novello,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Shibui,856,manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Williams, John","Curnow, Jim",The Cowboys,857,Warner Bros,No (Grab from Thiele),"2 2nd Flutes, 1 Bb Bass Clarinet, 1 3rd Trombone,",,,,,,,,,,,,,,,,,,
Wind Bands,"Alford, Kenneth","Fennel, F.",Army of the Nile,859,Hawkes & Son,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Suppe, Franz Von",,Light Cavalry,860,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,Khachaturian,Grimo,Sabre Dance,861,manuscript,also 7-179,,,oversize score,,,,,,,,,,,,,,,,
Wind Bands,"Arnold, Malcolm",Co Sayre,Peterloo Overture,862,G. Schirmer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hartley, walter",,Chautauqua Overture for Band,863,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Mozart, W.A.","sansone, Lorenzo",Concerto # 1,864,Southern Music,,,,Horn Solo w/band,,,,,,,,,,,,,,,,
Wind Bands,"Barnes, James",,trail of tears,865,southern music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Curnow, James",,Fantasy on a Colonial Aid (Chester),866,Jenson,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Fanfare for the 1990 goodwill games,867,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bach, J.S.","Bukvich, Daniel",Before thy Throne I Now Appear,868,N/A,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Concerto for Clarinet + winds,869,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Rutter, John",,Gloria,870,Oxford uni. Press,,,,,,,,,,,,,,,,,,,,
Wind Bands,Gershwin / Evan,"Bukvich, Daniel",Prayer (O doctor Jesus),871,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Wilson, Dna",,Shakata,872,manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Block, Ernest","Spevacek, R.",Prayer,874,manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Celebrate / celebration,875,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Montenegno, Hugo","Tatgenhorst, John",Fanfare,876,C.L. Barnhouse,,,,2 complete sets,,,,,,,,,,,,,,,,
Wind Bands,"Arban, Jean Baptiste","Hunsberger, Donald",Fantasie Brilliante,877,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Barnes, James",,spitfire,878,southrn music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"wiley, Charles A.",,Old Scottish Melody (Auld lang Syne),879,Trn Music Pub.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Berlioz, Hector",,Roman Carnival,880,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Williams, John","Carnow, James",Midway March,881,MCA Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Hymn of St. Francis,882,manuscript,also 883,,,,,,,,,,,,,,,,,,,
Wind Bands,"Yasinitsky, Greg",,For Nikki,884,Yazz Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nelson, Ron",,Passacaglia (Homage on B-a-c-H),885,Ludwig,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bruch, max","Kimura, makio",Kol Nidrei,886,Ludwig,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Koyaina, Kiyoshige",,Kobiki-Uta for band,887,Ongaku No Tomosha,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Holsinger, david",,on a hymn song of Philip Bliss,888,Trn Music Pub.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"hampton, calvin","brashier, joe","variations on""amazing grace""",890,manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nelson, Ron",,Homage to Perotin,891,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Holsinger, David",,In the spring,892,Southern Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Maine Vigils,893,manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"McBeth, W. Francis",,Of sailors & whales,894,Southern Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Barnes, James",,Fantasy Variations,895,Southern Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,Lake,,Hot follt,896,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Boccalari, E.",,D' Annunzio March,897,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,Kahn / schwandt/ Andree,"brockton, Lester",Dream a Little Dream,898,Carl Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",,Easter Monday on the White House Lawn,899,John Church,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Suppe, Franz Von",Tobani,Light Cavalry Overture,900,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,cantennial Flourish,902,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Handel, G.F.","Bukvich, Daniel",La Rejouissance,903,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Mozart, W.A.","Smith, Leonard",Magic Flute (exerpts),904,Detroit Concert band,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Schumann, Robert","Strasser, Wilhelm",I'll Ne'er Complain,905,Detroit Concert Band,,,,,,,,,,,,,,,,,,,,
Wind Bands,,"Guibert, Maria",Dreams of the West,907,Twin Falls Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Penn, william",,A cornfield in July,908,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Barnes, James",,Pagan dances,909,Southern Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,visons of Japan,909,manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,jadin,Schaefer,Symphonie for Band,910,Shawnee,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Evans, Roger",,Festival fanfare,911,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",,The Duke of Malborough Fanfare,912,Edwin F. kalmus,,,,,,,,,,,,,,,,,,,,
Wind Bands,Various,"Barker, Warren",Hollywood,913,Belwin,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Kozhevnikov, Boris",,"Symphony No. 3""Slavyanskaya""",914,wingert-Jones,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,The dream of abraham,915,Manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,time travel,915,manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,song suite for band,917,phoebus pub.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Buila, Stephen",,Firestorm,918,De haske Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Britten, Benjamin","Bach, Jan",Courtly Dances,919,Hawkes & Son,,,,"from gloriana, Op. 53",,,,,,,,,,,,,,,,
Wind Bands,"Adams, John",Lawrence,Short Ride on a Fast machine,920,Hendon Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Williams, Clifton",,Festival,921,Warner/ Chappell,,,,,,,,,,,,,,,,,,,,
Wind Bands,"White, Donald H.",,Intro. & Allegro,922,Ludwig,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,music for Percussion & band,923,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"William, Whitley",,Entrada,924,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Augmentation & Confluence of the Blues,925,,,,,Trombone solo &band?,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,march of the children's guard,926,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"NewBury, Russell",,Overture,928,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Arutiunian, Alexander",Dunker,Concerto for Trumpet & Symphonic band,929,Thompson Ed.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"christensen, james",,wyoming snapshots,930,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gershwin, George","Grofe, Ferde",Concerto in F,932,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Phillip",,willow blossoms,933,willoe blosom music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Cities of Clay,934,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Psalm 91,935,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Yasinitsky, Greg",,Light from the Edge-III Thunderhead,936,Yazz Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Yasinitsky, Greg",,Masquerade,937,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gould, Morton",Lang,American Salute (When Johnny comes Marching Home),938,Mills,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Balck, Danny",,Overture No. 2 'the fire',939,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hart, Paul",,cartoon,940,G & M brand Pub.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Arnold, Malcolm","Paynter, john p.","Prelude, siciliano, & Rondo",941,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Ticheli, Frank.",,Amazing Grace,942,Manhattan Beach,,,,,,,,,,,,,,,,,,,,
Wind Bands,Tschesnokoff,"Houseknecht, B.",salvation is created,943,Niel A. Kjos Music Co.,full,,,"w/ awake, chorale from Act III Die miestesinge",,,,,,,,,,,,,,,,
Wind Bands,"Wagner, Richard","Houseknecht, B.","Awake, Chorale from Act III Die Miestesinger",943,Niel A. Kjos Masic Co.,Full,,,with Salvation is Created (Tschesnokoff),,,,,,,,,,,,,,,,
Wind Bands,"McHugh, Jimmy","Niehaus, Lennie",The Navy Swings,944,,cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Barber, Smauel",,commando march,945,G. Schirmer,condensed,,,,,,,,,,,,,,,,,,,
