Library,Composer,Arranger,Title,Drawer,Envelope,Copies,Score Type,Publisher,Performance Date,PlayingTime,Score (Full/Cond/Oversized),Comments
Choral,"Copland, Aaron",,"Four Motets, #1 Help Us O Lord",40/875,,,,,,,,
Choral,"Copland, Aaron",,"Four Motets, #2 Thou, O Jehovah",40/876,,,,,,,,
Choral,"Copland, Aaron",,"Four Motets, #3 Have Mercy On Us",40/877,,,,,,,,
Choral,"Copland, Aaron",,"Four Motets, #4 Sing Ye Praise",40/878,,,,,,,,
Choral,"Copland, Aaron",,Las Agachadas,10/199,55,,Boosey & Hawkes,,,,,
Choral,"Copland, Aaron",,"Promise of Living, The",10/201,52,,Boosey & Hawkes,,,,,
Choral,"Copland, Aaron",,Simple Gifts (Shaker Song),10/202,23,,Mimeographed Copies,,,,,
Choral,"Copland, Aaron",,Stomp Your Foot,10/203,,,Boosey & Hawkes,,,,,
Choral,"Copland, Aaron",,That's The Idea of Freedom,10/204,56,,Summy-Birchard,,,,,
Choral,"Copland, Aaron",,Zion's Walls,shelf/1421,7,,Boosey & Hawkes,,,,,
Choral,Copland/Fine,,Ching-a-ring Chaw,10/200,27,,Boosey & Hawkes,,,,,
Choral,Copland/Fine,,The Boatman's Dance,shelf/1626,35,SATB,Boosey & Hawkes,,,,Baritone Solo,
Choral,"Costley, Guillaume",,"Allon, Gay Bergers",11/205,69,,G. Schirmer,,,,,
Choral,"Costley, Guillaume",,"My Leved One, Let's Behold the Rose",11/206,48,,Broude Bro.,,,,,
Choral,"Courtney, C.",,Let This Mind Be in You,shelf/1609,35,SATB,Beckenhorst Press,,,,,
Choral,"Cowan, Marie",,Waltzing Matilda,11/208,28,,Oxford Press,,,,,
Choral,"Cowen, F.H.",,Bridal Chorus,11/207,43,,Ginn & Co.,,,,,
Choral,"Cox, Douglas & Janet",,Soft Rain,41/908,76,,Shawnee Press,,,,,
Choral,"Cox, Michael",,"Gardner and I, The",shelf/1566,3,SATB,Carl Fischer,4/6/2000,,,,
Choral,"Crawford, Joseph",DeCormar,Amen,11/209,40,,Lawson-Gould,,,,,
Choral,"Creston, Paul",,Three Chorals from Tagore,11/210,55,,G. Schirmer,11/11/1999,,,,
Choral,Crewe/Guardio,Lojeski,Can't Take My Eyes Off You,63/1143,,,,,,,,
Choral,"Croce, Giovanni","Moore, Ray",Children's Alphabet Song,shelf/1485,5,SSATB,Marks Music Corp.,11/18/1999,,,,
Choral,"Crocker, Emily",,Sweet Singing in the Choir,shelf/1422,4,3-part mixed,Hal Leonard,10/13/1999,,,,
Choral,Cuban Folk,"Hatfield, Stephen",Sonde Cameguey,Shelf 1,,40,SATB,Boosey & Hawkes,3/04,,a capella,
Choral,"Dargomijsky, A.",,Vanka 'n' Tanka,11/211,70,,M. Whitmark & Sons,,,,,
Choral,"Davies, Allan",,Deep River,65/1263,,,,,,,,
Choral,"Davies, Allan",,Every Time I Feel the Spirit,65/1223,,,,,,,,
Choral,"Davies, Allan",,Go Down Moses,63/1174,,,,,,,,
Choral,"Davies, Allan",,He's Gone Away,66/1290,,,Vortex Music Co.,,,,,
Choral,"Davies, Ivor",,Prayers from the Ark,shelf/1521,2 of each movement,SATB,Boosey & Hawkes,3/7/2000,,,,
Choral,"Davis, Katherine",,Carol of the Drum,11/212,28,,Mills Music Inc.,,,,,
Choral,Davis/Severinsen,Cassey,Stop and Smell the Roses,65/1251,,,,,,,,
Choral,"Dawson, A.E.",,I am the Wind,11/216,48,,Neil A. Kjos Music Co.,,,,,
Choral,"Dawson, William",,Ain' a That Good News,11/213,43,,Tuskegee Music Press,,,,,
Choral,"Dawson, William",,Behold the Star,11/214,46,,Tuskegee Music Press,,,,,
Choral,"Dawson, William",,Ezekiel Saw De Wheel,11/215,31,mixed,Tuskegee Music Press,,,,,
Choral,"Dawson, William",,I Couldn't Hear Nobody Pray,11/217,49,,H.T. FitzSimmons,,,,,
Choral,"Dawson, William",,King Jesus is a-Listening,11/218,39,,H.T. FitzSimmons,,,,,
Choral,"Dawson, William",,Soon Ah Will Be Done,11/219,35,,Tuskegee Music Press,,,,,
Choral,"Dawson, William",,There is a Balm in Gilead,11/220,47,,,,,,,
Choral,"Dawson, William L.",,Ezekial Saw De Wheel,Shelf 2,,80,SATB,Music Press,10/03,,a capella,
Choral,"Dayley, Eleanor",,In Flanders Fields,Top Shelf,43,SATB,Warner Bros.,,,,,
Choral,"De Monte, Philippe",,Like as the Turtle Dove (Comme la Tourterelle),12/229,24,,Marks Music Corp.,,,,,
Choral,"De Padilla, Juan","Wagner, Roger",Exsultata Iusti in Domino,43/939,,,Lawson-Gould,,,,,
Choral,"Debussy, Claude",,"Blessed Damozel, The",11/221,19,,G. Schirmer,,,,,
Choral,"Debussy, Claude",,"Trois Chanson, #1 Dieu! Qu'il la fait bon regarder",40/880,,,A. Durand,,,,,
Choral,"Debussy, Claude",,"Trois Chanson, #2 Quant j'ai ouy le tabourin",40/881,,,A. Durand,,,,,
Choral,"Debussy, Claude",,"Trois Chason, #3 Yver, vous n'estes qu'un villai",41/882,,,A. Durand,,,,,
Choral,DeCormier,,"Dance, Gal, Gimme the Banjo",11/222,38,,G. Schirmer,,,,,
Choral,DeCormier,,"Farmer is the Man, The",12/223,35,,G. Schirmer,,,,,
Choral,DeCormier,,He's Got the Whole World in His Hands,12/224,32,,G. Schirmer,,,,,
Choral,DeCormier,,In That New Jerusalem,39/864,,,Lawson-Gould,,,,,
Choral,DeCormier,,I'se The B'y,shelf/1619,35,SATB,Lawson-Gould,,,,,
Choral,DeCormier,,May There Always Be Sunshine,12/225,28,,Lawson-Gould,,,,,
Choral,DeCormier,,My Lord's A-Writin' All the Time,12/226,32,,G. Schirmer,,,,,
Choral,DeCormier,,Obey the Spirit of the Lord,12/227,35,,G. Schirmer,,,,,
Choral,"DeDoven, Reginald",,Recessional,13/256,16,,Theodore Presser Co.,,,,,
Choral,"Deeleman, David",,David Danced Before the Lord,49/1029,,,Carl Fischer,,,,,
Choral,"Delius, Frederick",,"Splendour Falls on Castle Walls, The",42/931,,,Oxford Press,,,,,
Choral,"Delius, Frederick",,To Be Sung of a Summer Night on the Water,12/228,96,,Boosey & Hawkes,,,,,
Choral,"Dello Joio, Norman",,A Jubilant Song,58/1118,,,,,,,,
Choral,"Dello Joio, Norman",,"Come to Me, My Love",shelf/1608,35,,Harks/Hal-Leonard,,,,,
Choral,"Dello Joio, Norman",,"Mystic Trumpeter, The",39/858,,,G. Schirmer,,,,,
Choral,"Dello Joio, Norman",,Of Crows and Clusters,shelf/1565,3,SATB,Marks Music Corp.,4/6/2000,,,,
Choral,"Dello Joio, Norman",,Psalm of Peace,50/1072B,50,,Marks Music Corp.,,,,,
Choral,"Dello Joio, Norman",,Song of the Open Road,45/950,47,,Carl Fischer,,,,Trumpet Part Included,
Choral,"Dello Joio, Norman",,The Holy Infants Lullaby,Top Shelf,56,SATB,Hal Leonard,,,,,
Choral,"Dennis, Matt",Shanklin,Angel Eyes,63/1147,,,,,,,,
Choral,"Denver, John",,Back Home Again,12/230,50,,Cherry Lane Music,,,,,
Choral,"Denver, John",,Sunshine on my Shoulders,12/231,44,,Cherry Lane Music,,,,,
Choral,DePauer,,Marry a Woman Uglier Than You,12/232,41,,,,,,,
Choral,Derwingson,Shaw,A Beautiful Beginning,63/1151,,,,,,,,
Choral,"Des Prez, Josqin",,"Cricket, The",12/233,3,,Oxford Press,,,,,
Choral,"Dett, R. Nathaniel",,O Holy Lord,12/237,36,,G. Schirmer,,,,,
Choral,"DeVaun, Joseph",,Rock-a-my Soul,12/234,19,,Bourne Inc.,,,,,
Choral,"Di Lasso, Orlando","Malin, Don",Fair is the Crystal,shelf/1576,5,SATB,Marks Music Corp.,4/14/2000,,,,
Choral,"Di Lasso, Orlando","Malin, Don",Gallants Who Hail from Land and Sea,shelf/1575,7,SATB,Marks Music Corp.,4/14/2000,,,,
Choral,"Di Lasso, Orlando","Widmann, Wilhelm",Audite Nova!,12/244,7,,,,,,,
Choral,"Di Lasso, Orlando","Widmann, Wilhelm","Farmer, What's that in you Bag",12/246,53,,G. Schirmer,,,,,
Choral,"Di Lasso, Orlando",,Echo Song,12/245,32,mixed double,G. Schirmer,,,,,
Choral,"Di Lasso, Orlando",,Mon Coeur Se Recommande a Vous,40/896,,,,,,,,
Choral,"Di Lasso, Orlando",,Salve Regina,64/1190,,,,,,,,
Choral,"Di Lasso, Orlando",,Surrexit Pastor Bonus,13/248,40,,G. Schirmer,,,,,
Choral,"Di Lasso, Orlando",,Timor et Tremor,13/249,31,,M. Whitmark & Sons,,,,,
Choral,"Diack, Michael",,Jack and Jill,12/238,29,,Paterson's Pub.,,,,,
Choral,"Dickau, David",,Lovers Love the Spring,69/1337,,,,,,,,
Choral,"Dickau, David",,O Mistress Mine,66/1287,,,,,,,,
Choral,"Dickau, David",,"O, My Love's Like a Red, Red Rose",40/892,,,,,,,,
Choral,"Dickau, David",,Silvia,69/1336,,,,,,,,
Choral,"Dickow, Robert",,A Century of Song,66/1292,,,Photocopy,,,,"Originally titled 'Century Songfest' but later revised. Some copies have the new title, some the old one.",
Choral,"Dickow, Robert",,Peace,50/1059,40,,Shawnee Press,,,,,
Choral,"Dickow, Robert",,Syringa,64/1199,26,SATB,Unpublished,,,,Unaccompanied,
Choral,"Diemer, Emma Lou",,Praise Ye the Lord,12/240,53,,Harold Flammer Inc.,,,,,
Choral,"Diemer, Emma Lou",,Three Madrigals,12/241,14,,Boosey & Hawkes,,,,,
Choral,"Diemer, Emma Lou",,Verses From the Rubaiyat,shelf/1501,1 set,,Boosey & Hawkes,12/1/1999,,,1 set of 5 movements,
Choral,"Diercks, Louis H.",,"Earth is the Lord's, The",12/242,41,,M. Whitmark & Sons,,,,,
Choral,"Diertrich, Milton",,Kyrie Eleison,12/243,46,,Boosey & Hawkes,,,,,
Choral,"D'indy, Vincent",,Lady of Lovliest Eyes,13/250,20,,Hall & McCreary,,,,,
Choral,"Dinevstein, Norman",,An Old Silent Pont,72/1397,49,SATB,Carl Fischer,,,,#2 from frogs,
Choral,"Dinevstein, Norman",,"Day Darken, Frogs Say",72/1396,49,,Carl Fischer,,,,#1 from Frogs,
Choral,"Dinevstein, Norman",,"Ho, For the May Rains/A Tree Frog Trilling",72/1398,72,SATB,Carl Fischer,,,,A Capella from frogs,
Choral,"Distler, Hugo",,Vorspruch (Preamble),50/1062,26,SATB,,,,,,
Choral,"Disx, William","Swenson, Warren",What Child is This?,shelf/1467,55,,Galexy Music Corp.,10/8/1999,,,,
Choral,"Dodd, Margaret",,A la puerta del cielo (At the Doorwy of Heaven),13/251,58,,Mercury Music Corp.,,,,,
Choral,"Dole, N.H.",,Fireflies,13/252,52,,E.C. Schirmer,,,,plus loose photocopies,
Choral,"Donato, Baldassare",,All Ye Who Music Love,13/253,40,,Oliver Ditson Co.,,,,,
Choral,"Donato, Baldassare",,Barn Dance,13/254,50,,H.T. FitzSimmons,,,,,
Choral,Donizetti,,"Oh, Italia, Italia, Beloved",13/255,20,,John Church Co.,,,,,
Choral,"Donnely, Mary","Strid, George",Freedom Will Light the Way,shelf/1526,7,2 part voices,Shawnee Press,3/7/2000,,,,
Choral,"Donnely, Mary","Strid, George",Where Peaceful Waters Flow,shelf/1543,7,SATB,Shawnee Press,3/9/2000,,,,
Choral,Donovan,Muller,"Brother Sun, Sister Moon",65/1227,,,,,,,,
Choral,"Dowland, John",,Come Again! Sweet Love Doth Now Unite,13/257,27,,M. Whitmark & Sons,,,,,
Choral,"Dowland, John",,Five Knacks for Ladies,13/258,3,,H.W. Gray Co.,,,,,
Choral,"Dubois, Thomas",,"Seven Words of Christ, The",mc. Lib. 6/1330,22,,H.W. Gray Co.,3/29/2000,,,,
Choral,"Duke, John",,Psalm 23,shelf/1518,10,SATB,Southern Music,3/6/2000,,,,
Choral,"Duke, Vernon",Barduhn,April in Paris,63/1149,,,,,,,,
Choral,"Durant, Chas.","Selby, B. Luard",My Love if but Within Me,35/762,,,G. Schirmer,,,,,
Choral,Durante-Matterling,,Misericordias Domini,13/259,57,,Neil A. Kjos Music Co.,11/11/1999,,,,
Choral,"Durufle, Maurie",,Tantum Ergo,72/1402,52,SATB,,,,,"Quatre Motets, op. 10 #4",
Choral,"Durufle, Maurie",,Tota Pulchra es,72/1400,24,SSA,,,,,"Quatre Motets, op. 10 #2",
Choral,"Durufle, Maurie",,Tu es Petrus,72/1401,54,SATB,,,,,"Quatre Motets, op. 10 #3",
Choral,"Durufle, Maurie",,Ubi Caritas,72/1399,62,,,,,,"Quatre Motets, op. 10 #1",
Choral,"Dvorak, Anton",,Goin' Home (New World Symphony),13/260,67,,Oliver Ditson Inc.,,,,,
Choral,"Dvorak, Anton",,Songs of Nature,60/1129,,,Broude Bros.,,,,,
Choral,"Dvorak, Raymond",,Sophomoric Philosphy,48/991,,,Remick,,,,,
Choral,"Dylan, Bob","Thomas, Len",Blowin' in the Wind/Amenka,shelf/1536,7,SAB,Shawnee Press,3/9/2000,,,,
Choral,"Dyson, George",,Evening,13/261,64,,Carl Fischer,,,,,
Choral,"Edmundson, Garth",,Shepherd's Vigil,13/262,62,,J. Fischer & Bro.,,,,,
Choral,"Effinger, Ecil",,No Mark,13/263,52,,G. Schirmer,,,,,
Choral,"Eggert, Fred E.",,O Love That Will Not Let Me Go,13/264,12,,Theodore Presser Co.,,,,,
Choral,"Ehret, Walter",,Hail the King of Heaven,shelf/1579,4,SATB,Cambiata Press,4/17/2000,,,,
Choral,"Ehret, Walter",,"Joseph Dearest, Joseph Mine",shelf/1533,4,,Cambiata Press,3/9/2000,,,,
Choral,"Eilers, Joyce",,Brighten My Soul With Sunshine,41/907,48,3-part,Hal Leonard,,,,,
Choral,"Eilers, Joyce",,Haunting Melody,49/1021,,,Jenson,,,,,
Choral,"Eilers, Joyce",,It's Time to Fly Away,41/904,36,,Sharing Horizons Studio,,,,,
Choral,"Eilers, Joyce",,Midnight Train,49/1048,,,Jenson,,,,,
Choral,"Eilers, Joyce",,"Power and the Glory, The",48/983,,,Jenson,,,,,
Choral,"Eilers, Joyce",,Send Down the Rain,48/1012,,,Jenson,,,,,
Choral,"Eilers, Joyce",,Thy Will Be Done,49/1022,,,Heritage,,,,,
Choral,"Einstein, Alfred",,"Golden Age of the Madrigal, The",56/1107,,,G. Schirmer,,,,,
Choral,"Elgar, Edward",,As Torrents in Summer,13/265,55,,B.F. Wood Co.,,,,,
Choral,"Elgar, Edward",,Land of Hope and Glory,46/957,,,Boosey & Hawkes,,,,,
Choral,"Ellington, Duke","Cacavas, John",Portrait of Duke Ellington,44/927,,,Belwin Mills,,,,,
Choral,"Ellington, Duke",Crockett,Day Dream,65/1256,,,,,,,,
Choral,"Emerson, Roger",Shaw,I See You Passing,65/1266,,,,,,,,
Choral,"Emerson, Roger",,Blue Moon,41/911,23,,Jenson,,,,,
Choral,"Emerson, Roger",,"First, We Must Be Friends",13/266,33,SAB,Jenson,,,,,
Choral,"Emerson, Roger",,Hello Sunshine,49/1023,,,Jenson,,,,,
Choral,"Emerson, Roger",,Let Your Love Fly Free,49/1032,,,Jenson,,,,,
Choral,"Emerson, Roger",,Listen to the Music,47/967,30,,Jenson,,,,,
Choral,"Emerson, Roger",,"Muppet Movie, The",41/915,9,,Jenson,,,,,
Choral,"Emerson, Roger",,Music! Music!,41/901,30,,Jenson,,,,,
Choral,"Emerson, Roger",,Sinner Man,49/1034,,,Jenson,,,,,
Choral,"Enders, Harvey",,Russian Picnic,63/1165,,,,,,,,
Choral,English Folk,"Shaw, Geoffrey",Gossip Joan,Shelf 1,,40,SATB,G. Schirmer,3/04,,a capella,
Choral,"Erb, James",,Shenandoah,69/1345,25,,Lawson-Gould,,,,,
Choral,"Estes, John",,"Sing, Sing!",shelf/1527,7,2-part,Shawnee Press,3/7/2000,,,,
Choral,"Estevez, Antonio",,Mata del Anima Sola,Shelf 1,,40,SATB,Earthsongs,3/04,,a capella,
Choral,"Eville, Vernon",,Break Forth into Joy (Vespers Choral Collection),41/859,,,Boosey & Hawkes,,,,,
Choral,"Eville, Vernon",,"Lord, Make Me Strong (Vespers Choral Collection)",41/859,,,Boosey & Hawkes,,,,,
Choral,"Fanning, Eaton",,Daybreak,13/267,23,,Oliver Ditson Co.,,,,,
Choral,"Fanning, Eaton",,"Miller's Wooing, The",13/268,12,,G. Schirmer,,,,,
Choral,"Fanning, Eaton",,Song of the Vikings,13/269,11,,G. Schirmer,,,,,
Choral,"Farmer, John",,O Stay Sweet Love,13/270,27,,Theodore Presser Co.,,,,,
Choral,"Farrow, Larry",,Jamaican Marketplace,shelf/1607,35,,Gentry/Hal Leonard,,,,,
Choral,"Faure, Gabriel",,Cantique de Jean Racine (A Song of Praise),42/932,,,Belwin Mills,,,,,
Choral,"Faure, Gabriel",,Requiem,66/1294,,,H.T. FitzSimmons,,,,,
Choral,"Favero, Alberto",,Te Quiero,Shelf 1,,40,SATB,Earthsongs,3/04,,a capella with bass and alto solos,
Choral,"Fearis, John S.",,"Chambered Nautilus, The",mc. Lib.6/1325,66,,J.S. Fearis & Bros.,3/29/2000,,,,
Choral,Feliciano,Lojeski,Rain,65/1246,,,Johi Music Pub. Co.,,,,,
Choral,"Feller, Sid",,Glen Campbell Choral Show,41/919,,,Hansen,,,,,
Choral,"Ferguson, Michael",,"Sleep, Lord Jusus",shelf/1554,6,SATB,Augsburg Pub.,4/5/2000,,,,
Choral,"Festa, Constantius",,Down in a Flow'ry Vale,48/987,,,G. Schirmer,,,,,
Choral,Fields/Barnes,,Rhythm of Life,66/1277,,,,,,,,
Choral,"Fine, Irving",,Father William,13/271,32,,M. Whitmark & Sons,,,,,
Choral,"Fine, Irving",,Hen Party,13/272,46,,M. Whitmark & Sons,,,,,
Choral,"Fine, Irving",,Lobster Quadrille,13/273,25,,M. Whitmark & Sons,,,,,
Choral,"Finzi, Edward",,God is Gone Up,14/275,41,,Boosey & Hawkes,,,,,
Choral,"Fischer, William",,Steal Away,14/276,67,,Oliver Ditson Co.,,,,,
Choral,"Fissinger, Edsin",,When Johnny Comes Marching Home,14/277,52,SSATBB,Summy-Birchard,,,,With Instrumental,
Choral,FitzSimmons,,I Wonder as I Wander,14/278,,,Mimeographed Copy,,,,,
Choral,"Fletcher, Percy",,Sumer is icumen in,48/988,,,G. Schirmer,,,,,
Choral,"Floering, G.K.",,I am Music,15/279,21,,Hall & McCreary,,,,,
Choral,"Fogg, Eric",,Carol of the Little King,14/280,81,,Boosey & Hawkes,,,,,
Choral,Folk,,Here We Come a-Caroling,Shelf-1,,13,SATB,Word Music,,,Collection of Carols With Organ,
Choral,"Folstrom, Roger",,A La Nanita Nana,shelf/1632,35,SATB,Mark Foster/Shawnee Press,,,,with guitar or harp,
Choral,"Foltz, David",,In-a-That Great Gettin' Up Mornin,14/281,14,,Mills Music Co.,,,,,
Choral,"Foltz, David",,She Walks in Beauty,14/282,85,SATB,Remick,,,,,
Choral,"Fonseca, C. A. Pinto",,Muie Rendera,Shelf 1,,40,SATB,Earthsongs,3/04,,a capella,
Choral,"Forbes, Elliot",,Five French Noels,46/959,,,G. Schirmer,,,,,
Choral,"Ford, Thomas",,First Since I Saw Your Face,49/1046,,,Bourne,,,,,
Choral,"Foree, Eddie",Davies,You've Been My Music All Along,65/1229,,,,,,,,
Choral,"Foster, Stephen",Shaw,Some Folks,14/286,14,,G. Schirmer,,,,,
Choral,"Foster, Stephen","Terri, Salli",De Camptown Races,14/284,48,,Lawson-Gould,,,,,
Choral,"Foster, Stephen",Williams,De Camptown Races,14/283,47,,Theodore Presser Co.,,,,,
Choral,"Foster, Stephen",,Old Black Joe,14/285,24,,Music Products Corp.,,,,,
Choral,"Fox, Charles",,Killing Me Softly With His Song,14/287,37,,Fox-Gimble Pro. Inc.,,,,,
Choral,"Frank, Cesar",,Psalm 150  Praise ye the Lord,14/288,42,,Oliver Ditson Co.,,,,,
Choral,Franklin,,Hold Fast to Dreams,64/1198,23,SATB,,,,,Unaccompanied,
Choral,"Franz, Robert",,Dedication (Widmung),14/289,54,,Harold Flammer,,,,,
Choral,Fredirickson/Shamberger,O'Donnell,Here's A Toast to Idaho,shelf (Idaho songs)/1342,,,Photocopy,,,,,
Choral,"Freed, Arnold",,Dance Alleluia,14/290,,,,,,,,
Choral,"Freed, Arnold",,"Where Were You Born, O Holy Child?",shelf/1478,3,,Boosey & Hawkes,11/16/1999,,,,
Choral,"Friml, Rudolf","Goetzl, A.",Sympathy Waltz Song,15/293,36,,G. Schirmer,,,,,
Choral,"Friml, Rudolf","Marlowe, Jeffrey","Donkey Serenade, The",14/291,64,,G. Schirmer,,,,,
Choral,"Friml, Rudolf","Riegger, Wallingford",Giannina mia,15/292,36,,G. Schirmer,,,,,
Choral,Furguson,,Ye Followers of the Lamb,72/1388,,,Hal Leonard,,,,,
Choral,"Gabrieli, Giovanni",,Benedictus,15/294,70,,G. Schirmer,,,,,
Choral,"Gabrieli, Giovanni",,Glorious Mystery Sublime,15/296,40,,Theodore Presser Co.,,,,,
Choral,"Gabrieli, Giovanni",,In Ecclesis,15/295,41,,G. Schirmer,,,,,
Choral,"Gabrieli, Giovanni",,Jubilate Deo,6/1473,35,,,3/24/2000,,,,
Choral,"Gabrieli, Giovanni",,Kyrie and Gloria,40/893,,,,,,,,
Choral,"Gabrieli, Giovanni",,Once I Was Gay (Lieto Godea),15/297,64,,Alexander Broude,,,,,
Choral,"Gade, Niels",,The Erl-King Daughter,50/1071,6,,Oliver Ditson Co.,,,,,
Choral,"Gaines, Sam Richard",,Rex Gloriae,51/1073,,,C.C. Birchard,,,,,
Choral,"Gallina, Jill",,Let Me Dance,41/909,,,Jenson,,,,,
Choral,"Gallina, Jill",,Pardon the Expression,shelf/1524,7,2-part voices,Shawnee Press,,,,,
Choral,"Gallina, Jill",,Sing A Song of Peace,shelf/1534,7,SAB,Shawnee Press,,,,,
Choral,"Gardiner, H. Balfour",,Cargoes,15/298,28,,Novello & Co.,,,,,
Choral,"Garrett, G.M.",,"My Love's Like a Red, Red Rose",15/299,33,,G. Schirmer,,,,,
Choral,"Gastoldi, Giovanni",,Fifteen Balletti,15/300,,,,,,,No. Of parts =32,
Choral,"Gaul, Harvey","Gaul, Harvey",Bulgarian Straw Carol,15/301,38,,Harold Flammer,,,,,
Choral,"Gaul, Harvey",,Carol of the Russian Children,15/303,43,,G. Schirmer Inc.,,,,,
Choral,"Gaul, Harvey",,Serbian Crib Carol,15/305,35,,Harold Flammer Inc.,,,,,
Choral,"Gaul, Harvey",,"Singers, The",50/1072 A,,,M. Witmark & Sons,,,,Extended Work,
Choral,"Gawthrop, D.",,According To Thy Wisdom,shelf/1621,35,SATB,Dunstan House,,,,,
Choral,"Gawthrop, Daniel E.",,"Guardian Angel, The",Shelf 1,,40,SSAATTBB,Dunstan House,10/03,,a capella,
Choral,"Gawthrop, Daniel E.",,"Lo, How a Rose",Shelf 1,,40,SSAATTBB,Dunstan House,12/03,,a capella,
Choral,"Gearhart, Livingston",,Dry Bones,15/306,23,,Shawnee Press,,,,,
Choral,"German, Edward",,London Town,15/307,25,,Novello & Co.,,,,,
Choral,"German, Edward",,My Bonnie Lass She Smileth,15/308,42,,H. W. Gray Co.,,,,,
Choral,"Gershwin, George","Ades, Hawley",By George,51/1078,,,Shawnee Press,,,,,
Choral,"Gershwin, George",Anderson,Porgy and Bess,843 - band,,,Manuscript,,,,Band accomp. For choir in band files,
Choral,"Gershwin, George","Bukvich, Dan",Gershwin Finale,Brown #7&8,,,Manuscript,,,,Band pts & full score in brown #6,
Choral,"Gershwin, George","Bukvich, Dan",I Got Rhythm,Brown #28,28,,Manuscript,,,,Jazz I,
Choral,"Gershwin, George","Bukvich, Dan",Strike Up The Band,Brown #21,,,Manuscript,,,,Band parts in brown folder #20,
Choral,"Gershwin, George",Cassey,A Foggy Day,65/1219,,,,,,,,
Choral,"Gershwin, George",Pete King,Clap Yo' Hands,42/933,,,Warner Bros. Music,,,,,
Choral,"Gershwin, George",Shaw,Summertime,shelf/1444,,SATB,Gershwin Pub. Co.,,,,with solo S/T a capella,
Choral,"Gershwin, George",,Gershwin & Porter On Love,43/941,,,Shawnee Press,,,,,
Choral,"Gershwin, George",,Love is Sweeping the Country,15/309,,,Mimeograph copy,,,,Extended-show,
Choral,"Gershwin, George",,Of Thee I Sing,15/310,,,Mimeiograph Copy,,,,Extended-show,
Choral,"Gershwin, George",,Porgy and Bess Selections,54/1095,,,Gershwin Pub. Co.,,,,Extended-show,
Choral,"Gershwin, George",,"Trumpeter, Blow Your Golden Horn",15/312,,,Mimeographed Copy,,,,,
Choral,"Gesualdo, Don Carlo",,Am I Still Breathing? (Io Pur Respiro?),16/313,17,,Alexander Broude,,,,,
Choral,"Gesualdo, Don Carlo",,Madrigale,16/314,6,,C.F. Peters,,,,,
Choral,"Gevaert, F.A.",,"Neighbors of Bethlehem, The",16/315,8,,H.W. Gray Co.,,,,,
Choral,"Gevaert, F.A.",,"Sleep of the Child Jesus, The",16/316,100,,M. Witmark & Sons,,,,,
Choral,"Gevaert, F.A.",,"Song of the Angels, The",16/317,59,,Neil A. Kjos Co.,,,,,
Choral,Giardini,,"Come, Thou Almighty King",16/318,,SATB,Mimeographed Copy,,,,,
Choral,"Gibbons, Orlando",,Ah! Dear Heart,16/320,10,,Carl Fischer,,,,,
Choral,"Gibbons, Orlando",,"Cryes of London, The",16/321,30,,Novello & Co.,11/12/1999,,,,
Choral,"Gibbons, Orlando",,Deliver Us,16/322,38,,G. Schirmer,,,,,
Choral,"Gibbons, Orlando",,Hosanna to the Son of David,16/323,57,,C.C. Birchard,11/11/1999,,,,
Choral,"Gibbons, Orlando",,"O Thou, The Central Orb of Righteous Love",16/324,44,,E.C. Schirmer Inc.,,,,,
Choral,"Gibbons, Orlando",,"Silver Swan, The (in F Major)",16/325,29,,Oliver Ditson Co.,,,,,
Choral,"Gibbons, Orlando",,"Silver Swan, The (in Gb Major)",shelf/1437,27,,Bourne,,,,,
Choral,"Gibbs, C. Armstrong",,Tears,16/319,9,,G. Schirmer,,,,,
Choral,Gibson,Shaw,I Can't Stop Loving You,65/1258,,,,,,,,
Choral,Gilbert/Sullivan,Artman,We Sail the Ocean Blue,64/1188,,,,,,,,
Choral,"Ginastra, Alberto",,"Lamentations of Jeremiah, The",46/956,,,Music Press Inc.,,,,,
Choral,"Glarum, L. Stanley",,God of All Nations,16/326,47,,Neil A. Kjos Co.,,,,,
Choral,"Goemanne, Noel",,What Wondrous Love is This,72/1387,,,,,,,,
Choral,"Goldbeck, Robert",,Angelic Choir,16/328,64,,M. Witmark & Sons,,,,,
Choral,"Gordon, Philip",,"Night is Near Gone, The",16/329,10,,UMMP,,,,,
Choral,"Gore, Gerald W.",,Hold out yo' Light,16/330,39,,Harold Flammer Inc.,,,,,
Choral,"Gounod, Charles",,By Babylon's Wave,16/331,22,,G. Schirmer,,,,,
Choral,"Gounod, Charles",,Gallia,mc. Lib. #4/1066,82,,Oliver Ditson Inc.,3/23/2000,,,,
Choral,"Gounod, Charles",,Unfold Ye Portals,16/332,8,,Gamble Hinged Music,,,,,
Choral,"Graun, Karl Heinrich",,Surey He Hath Borne our Griefs,16/333,35,,Concordia Pub. House,,,,,
Choral,"Green, Brown, Homer",,Sentimental Journey,65/1242,,,,,,,,
Choral,"Green, Bud",Rizzo,I'll Always Be In Love With You,64/1214,,,,,,,,
Choral,"Greenberg, Noah",,"Dadme Albricias, Hijos d'Eva",16/334,51,,Associated Music Pub.,,,,,
